label	comment
暴雨	四川木里暴雨引发泥石流,道路房屋被毁,但无人员伤亡
暴雨	2日广东将有明显降雨部分地市将出现暴雨
暴雨	降水持续,贵阳出现5站大暴雨
暴雨	越南中部和西原地区暴雨致18人死亡
暴雨	辽宁遭暴雨侵袭致城市内涝紧急转移逾12万人镇江市化工有限责任公司
暴雨	暴雨来袭,多地水浸阳江防汛Ⅳ应急响应提升为Ⅲ级政务澎湃新闻ThePaper
暴雨	辽宁遭暴雨侵袭致城市内涝紧急转移逾12万人百色市运输服务有限公司
暴雨	揪心3人死亡、12人失联,四川冕宁遭遇特大暴雨
暴雨	重庆7区遭遇暴雨袭击降雨过程将持续至23日
暴雨	中雨、大雨、暴雨马上就到昆明720魔咒会不会重现官方回应了
暴雨	6月1日晚暴雨泸州成全省降雨第一名今日开启连晴模式
暴雨	广东暴雨4死酒店大门坍塌
暴雨	注意接下去几天,松阳仍有阵雨、雷雨、大到暴雨新闻中心丽水网
暴雨	暴雨如何影响东南部棉花作物的发展
暴雨	重庆暴雨致1人死1人失踪6万余人受灾
暴雨	广西田林:暴雨引发泥石流400多人被紧急疏散中工新闻中工网
暴雨	暴雨使城市淹没用来救援居民的船只
暴雨	确定了,140毫米大暴雨下午启动,大到暴雨大暴雨,天气预报
暴雨	重庆巫溪遭暴雨袭击致道路垮塌农田被淹
暴雨	南方阴雨不断局地暴雨北方冷空气频繁中国水产频道
暴雨	暴雨袭击恩施部分小区被淹一货车被冲走
暴雨	广东暴雨下不停星级酒店正门坍塌被吞没一行看世界
暴雨	爱尔兰天气:梅特埃利安警告说,这几天由于暴雨和狂风天气要来袭
暴雨	日本多地暴雨已致77人死亡24县约1.5万栋房屋受损
暴雨	广州暴雨多处路段水浸车辆被淹,部分列车停运,黄埔区4人遇难
暴雨	贵州省气象灾害(暴雨)IV级应急响应调整为Ⅲ级
暴雨	汛期气象科技应用系列报道④全程记录完美捕捉记长江中下游梅雨锋暴雨联合科学试验
暴雨	安徽20.8%面积遇暴雨未来一周降水持续
暴雨	广西周末雨水在线今天北海防城港等地局部有暴雨
暴雨	确保每户受灾群众都有安全住房洛南县住建局抗击86暴雨洪灾实施危房改造工作纪实
暴雨	广西将遭三轮强降雨连续暴击,这些地方有特大暴雨广西新闻网
暴雨	暴雨导致塌方,民房被毁,道路被堵缅甸钦邦难民举步维艰
暴雨	湖北气象灾害(暴雨)IV级应急响应提升至III级
暴雨	保障演练在暴雨中打响
暴雨	经铁路部门抢修,贺州境内因暴雨落石受阻的贵广客专恢复通车
暴雨	中雨、大雨、暴雨未来几天,雷暴、大风也要组团来大庆......政务澎湃新闻ThePaper
暴雨	受暴雨影响,煤炭专线大秦铁路一周内两次脱轨
暴雨	四川甘洛遭暴雨泥石流灾害民警全力开展抢险救援工作
暴雨	贵州再次开启暴雨模式多地区地质灾害风险高
暴雨	暴雨和糟糕的天气预报使巴拿马的基础设施陷于瘫痪
暴雨	暴雨天气持续最大降雨量将达到
暴雨	好消息北方降雨来了,中雨大雨暴雨大暴雨,811号分布如下
暴雨	贵州六盘水:暴雨来袭29处路段发生泥石流和边坡垮塌
暴雨	孟买楼房因暴雨坍塌酿8人亡
暴雨	扩散提醒:暴雨中南阳城区这些路段处积水很深,注意绕行
暴雨	四川冕宁特大暴雨已致19人遇难、3人失联据冕宁县政府新闻办公室官方微博,冕宁县626特大暴雨灾害情况通报:截至7月3日17时,在持续搜救过程中发现彝海镇2名失联人员已遇难。目前,彝海镇有16
暴雨	江西暴雨气象灾害应急响应提升至II级
暴雨	广西29.4万因暴雨受灾用户全部恢复供电
暴雨	育空和北不列颠哥伦比亚省北部的暴雨导致泥石流,高速公路关闭
暴雨	浙江:提升暴雨应急响应至三级应对新一轮强降水
暴雨	宜宾暴雨致部分道路积水有警员在执勤时受伤
暴雨	四川雅安暴雨已致7人死亡7失联超14万人受灾
暴雨	江西确认一场倾盆大雨拍马赶到大雨暴雨落在江西下列区域
暴雨	刚刚,暴雨来袭强降水还将持续贵阳累计最大雨量将达200毫米ZAKER新闻
暴雨	一场大范围降水即将拉开帷幕河南部分地区中到大雨,局地暴雨媒体澎湃新闻ThePaper
暴雨	广东省防风应急响应提升为Ⅲ级南部沿海地市将有暴雨
暴雨	四川冕宁县遭遇特大暴雨,已致3人死亡12人失联
暴雨	雷暴大风强降雨暴雨未来三天(6月307月2日)全国天气预报
暴雨	男子暴雨中触电倒地,广州番禺交警及时救助
暴雨	重庆33个区县降暴雨当地启动防汛Ⅳ级应急响应
暴雨	吉林黑龙江确认敲响台风警钟暴雨大暴雨预报分布情况如下
暴雨	暴雨致部分道路受损浙江新昌清理坍方1800余立方米
暴雨	湖北咸宁连日暴雨多部门紧急救援除险
暴雨	中央气象局启动重大气象灾害(暴雨)四级应急响应
暴雨	暴雨太原开启看海模式这些地方已被...政务澎湃新闻ThePaper
暴雨	暴雨致丹巴发生泥石流形成堰塞湖或威胁下游县城部分区域
暴雨	江西萍乡:暴雨导致多地受灾,各地各部门全力抢险
暴雨	中国华电全力以赴积极应对四川特大暴雨
暴雨	秦安县遭遇暴雨泥石流已造成14人死亡6人受伤
暴雨	今日5县大暴雨,13县暴雨今夜部分乡镇还有大暴雨
暴雨	什么情况海南突然天漏暴雨如注,权威预报:雨水马上减弱
暴雨	中央气象台:今后三天(6月2022日)全国天气预报,暴雨大暴雨
暴雨	多段因暴雨管制高速路已经解除管制上游新闻汇聚向上的力量
暴雨	新一轮降雨今夜登场周六局部有大暴雨上游新闻汇聚向上的力量
暴雨	中国石化新闻网四川石油以战时状态全力以赴迎战暴雨
暴雨	重庆28个区县出现暴雨多条河流超保证水位
暴雨	天气预报:河南局地特大暴雨中旬将旱涝急转分析:可能是bug
暴雨	中央气象台:今后三天(6月1820日)全国天气预报,暴雨大到暴雨
暴雨	暴雨、大雨、中雨、小雨下周的天气让人崩溃
暴雨	湖北遭遇强降雨袭击武汉现特大暴雨
暴雨	中央气象台:6月2830日天气预报,以下城市遍地暴雨大到暴雨
暴雨	冕宁古蔺等地昨夜降大暴雨,阿坝小金县发生泥石流灾害致4人失联
暴雨	暴雨南宁多路段内涝堵车,兰海高速马山往都安方向发生山体落石,出行注意安全
暴雨	福建永春:因暴雨涨水致村民被困溪中消防员利用吊车紧急救援
暴雨	宣威暴雨夜民警连夜敲门480余名群众无一人伤亡
暴雨	南宁遭遇史上最强暴雨居民马路上划船捕鱼学校井盖被大水冲走
暴雨	越南中部等地暴雨已致28人死亡
暴雨	长沙启动气象灾害(暴雨)IV级应急响应
暴雨	暴雨导致甘洛县多地方不具备通行条件
暴雨	泰国多地暴雨成灾巴育下令做好救援工作
暴雨	平安上海暴雨滂沱水漫漫金盾闪耀显忠诚政务澎湃新闻ThePaper
暴雨	注意31日起三天河北省多雷雨天气局地可达暴雨量级
暴雨	中央气象台:未来两天(6月2728日),以下城市迎来暴雨大到暴雨
暴雨	日本暴雨已致72人死亡安倍赴灾区为遇难者祈祷
暴雨	四川冕宁发生特大暴雨灾害3人死亡12人失联,极端天气应怎么做
暴雨	新英格兰在四分之一世纪首次出现狂风暴雨
暴雨	陕西发布重要天气报告20日起大范围降雨,局地暴雨
暴雨	日本九州暴雨酿56人死亡安倍指示认定「特定非常灾害」
暴雨	暴雨不断,损失惨重,后续的理赔让人操碎了心政务澎湃新闻ThePaper
暴雨	日本东北暴雨不断秋田、山形大水涌入民宅民视新闻网
暴雨	日本政府认定7月份暴雨为特定紧急灾害
暴雨	暴雨、山洪暴发在卡纳塔克邦造成严重破坏正常生活中断
暴雨	尼泊尔多地暴雨引发灾害至少12人死亡35人失踪
暴雨	韩国普降暴雨,31人死亡,11人失踪
暴雨	中到大雨暴雨大范围降雨要来,接下来媒体澎湃新闻ThePaper
暴雨	惊险暴雨袭深圳河水暴涨带走两人千钧一发消防员跳入湍流
暴雨	武夷山暴雨致溪水倒灌街道被淹多人受困消防救援
暴雨	暴雨致多人死亡萨尔瓦政府宣布进入紧急状态
暴雨	暴雨袭击斋浦尔,三个死亡的低洼地区被淹没
暴雨	暴雨致广汽本田工厂新车被淹,涉及飞度缤智等,如何鉴别泡水车
暴雨	暴雨致厨房坍塌,消防员抢出定时炸弹
暴雨	四川汶川暴雨导致山洪暴发救援中一名消防员牺牲中新网
暴雨	途中暴雨事件
暴雨	确定,四川旱情解除,618降水又启动,湘鄂苏3省为重点,有大暴雨
暴雨	暴雨来袭雅安多处出现垮塌、泥石流等灾害
暴雨	日本暴雨死亡人数升至59人
暴雨	人保财险永胜县支公司启动汛期应急预案应对暴雨灾害
暴雨	未来三天广东仍有暴雨,10地市启动防汛应急响应
暴雨	兰考:上下联动全力做好暴雨防汛服务
暴雨	画面惊险贵州多地遭暴雨袭击,房屋、农田受灾,有人受困
暴雨	暴雨突袭广元,他们挺身而出媒体澎湃新闻ThePaper
暴雨	印度东北边境暴雨肆虐:桥梁道路被毁数十人死亡
暴雨	中央气象台:新一股冷空气袭来大雨、暴雨6号8号天气预报
暴雨	9省市部分地区有大到暴雨全国天气降水量预报图闽南网
暴雨	局部大暴雨泰安高速交警提醒你出行注意安全
暴雨	桥取代被冲毁的约翰斯顿县涵洞,其中两名儿童在暴雨中死亡
暴雨	合川区双凤镇:开展防御暴雨灾害应急演练
暴雨	四川冕宁特大暴雨灾害已致12人遇难10人失联
暴雨	广西百色暴雨致城区积水多人被困消防紧急救援
暴雨	今年汛期重庆共出现11场暴雨天气四区县汛期降水量突破历史极值
暴雨	贵州气象灾害(暴雨)应急响应调整为IV级政务澎湃新闻ThePaper
暴雨	广西启动重大气象灾害(暴雨)Ⅳ级应急响应新一轮强降雨来袭
暴雨	广东确认敲响全新警钟广东下列区域暴雨大暴雨来袭
暴雨	中国发布丨注意未来10天这些地区将有暴雨,7月中旬后雨带移到北方
暴雨	日本熊本县50年一遇暴雨已致20人死亡
暴雨	凉山州冕宁县发生暴雨灾害,应急管理厅启动三级应急响应
暴雨	又有人雨天触电身亡暴雨天怎样出行最安全
暴雨	辽宁遭暴雨侵袭致城市内涝紧急转移逾12万人宜昌市工程建设培训学校
暴雨	广西田林:暴雨引发泥石流400多人被紧急疏散当代先锋网国内
暴雨	暴雨中救援
暴雨	强对流天气再上线今明两天陕北、陕南将迎暴雨
暴雨	中东部地区有大范围降雨天气局地有暴雨或大暴雨
暴雨	确定了大雨暴雨阵风9级强势来袭威海刚刚发布重要天气预报
暴雨	陕西确认敲响暴雨警钟陕西下列区域暴雨大暴雨正赶来
暴雨	四川甘孜:暴雨引发泥石流816名学生紧急撤离
暴雨	热带低气压β:密西西比州将出现暴雨,山洪暴发时系统经过
暴雨	巴基斯坦暴雨成灾已造成至少49人死亡176人受伤国际人民网
暴雨	注意今日重庆各地有雨部分地区有暴雨
暴雨	信阳暴雨,部分道路、桥梁被淹大河网
暴雨	中央气象台:10月2日天气预报,降雨增多增强,大雨暴雨广泛
